slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_220635_195684.json,2025-10-01 22:06:35,?,,,,,0.003241271650259324,1.0193244280650873,0.8656813281572153,0.8659091179307813,0.01135001370733685,1.0136502639442075,0.02303394102932207,,,0.7473928336870028,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_221322_602563.json,2025-10-01 22:13:22,?,,,,,0.0032395132907971774,1.0193514054702584,0.8649498392137461,0.8657434124799438,0.011356636864066183,1.0134179519011943,0.02301953564387182,,,0.7472192168401554,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_222014_14317.json,2025-10-01 22:20:14,?,,,,,0.00324024098602021,1.0192235656587005,0.8654767437683124,0.8661188618698462,0.0113520037577727,1.0133403408066732,0.02301965297902324,,,0.7473747167828964,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_222709_429236.json,2025-10-01 22:27:09,?,,,,,0.0032411583588847393,1.0192220346271408,0.8648582451620196,0.8664846180286473,0.011350154574182755,1.013519330807759,0.02303626873302821,,,0.7473225689046175,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_223416_856673.json,2025-10-01 22:34:16,?,,,,,0.0032422632570395403,1.0192910652423341,0.8653564895157436,0.8661262135150057,0.011346751260058102,1.0129785398531033,0.02303727398442757,,,0.747364803781576,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_223640_355.json,2025-10-01 22:36:40,?,,,,,0.0032394943036881214,1.0193483020393863,0.8651788668954832,0.8658875290011238,0.011354363045847722,1.0137170230044554,0.023018950484367855,,,0.7472935070949147,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_224333_413449.json,2025-10-01 22:43:33,?,,,,,0.003242316216952223,1.0194575708337514,0.8656779715962262,0.8660793430819761,0.011347458706575771,1.0131770415957349,0.023031409899167972,,,0.7474535534852068,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_225021_821395.json,2025-10-01 22:50:21,?,,,,,0.0032405539099221244,1.0192444402242946,0.8650023053372472,0.8658561792358691,0.011349851413672299,1.0136847162006437,0.02302584286841465,,,0.747231126313258,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_225712_232995.json,2025-10-01 22:57:12,?,,,,,0.003240754835012684,1.019236863672546,0.8649620588182009,0.8661870991281467,0.011354065489002424,1.013099951467578,0.023019275405457878,,,0.7472880212013353,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_230414_654905.json,2025-10-01 23:04:14,?,,,,,0.0032408128863828088,1.0191363093407388,0.8654721638258656,0.8661503093647122,0.011349880814879707,1.0138015788400958,0.023028930262162187,,,0.7473620379758357,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_231120_80710.json,2025-10-01 23:11:20,?,,,,,0.0032416653364218183,1.019190541561935,0.8648831323720676,0.8661577766567184,0.011346503890453326,1.013589242198402,0.023037241845265087,,,0.7472562486118567,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_231343_223468.json,2025-10-01 23:13:43,?,,,,,0.003240287178099182,1.01908490240794,0.8656487712914681,0.8662490881944886,0.011355551836746924,1.0131061226087188,0.023024194066329162,,,0.7474066352240917,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_232049_649485.json,2025-10-01 23:20:49,?,,,,,0.0032411589507563253,1.0195051792379703,0.8648847396943686,0.866160824677342,0.011346591000868957,1.0131963312081433,0.02301814913557707,,,0.7473219064984429,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_232754_74038.json,2025-10-01 23:27:54,?,,,,,0.00324098710978016,1.0195282865649478,0.8649443268370474,0.86648668903116,0.011351671121018269,1.013692429398987,0.023023042007319878,,,0.7474025865957533,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_233502_502384.json,2025-10-01 23:35:02,?,,,,,0.0032404196273636654,1.0192552389582608,0.8650023914337512,0.8659529053759047,0.011356237713142637,1.0136430558649203,0.023036047408184365,,,0.7472509625669234,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_234203_923745.json,2025-10-01 23:42:03,?,,,,,0.003239327202019323,1.0193398534419853,0.8656428692171616,0.8659925734591916,0.011347906331761255,1.013310953090029,0.023028878217158703,,,0.7474052462091796,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_234907_347015.json,2025-10-01 23:49:07,?,,,,,0.0032411265654212137,1.0191426140131123,0.8652940606348603,0.8656959459550977,0.011356536870631132,1.0135647751379935,0.023031059398246737,,,0.7472359898068105,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_235125_485073.json,2025-10-01 23:51:25,?,,,,,0.0032416081825221437,1.0190451185408023,0.865043063471142,0.8657433191406364,0.011352612182849074,1.0134538398296637,0.023020425189892987,,,0.7471773181297464,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251001_235819_899429.json,2025-10-01 23:58:19,?,,,,,0.0032415156849935544,1.019492878413135,0.8650172053058984,0.8660852844696986,0.011355611201334355,1.0134356283985995,0.023025744788213183,,,0.7473292411757904,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_000529_329919.json,2025-10-02 00:05:29,?,,,,,0.0032393854835620446,1.019438317450328,0.8655324696166589,0.8661806196989389,0.01135736502584167,1.0136416553950245,0.0230191358284391,,,0.7474405083644695,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_001231_751315.json,2025-10-02 00:12:31,?,,,,,0.003241530331086133,1.0194174983373268,0.8651737269926549,0.8657764598654225,0.011346719703485646,1.013319986750902,0.023020342489135745,,,0.747285136886036,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_001933_173260.json,2025-10-02 00:19:33,?,,,,,0.003239371660858171,1.0192435257030914,0.864989579443324,0.8657571405346242,0.011355040275015814,1.0138646714209973,0.023030788567014723,,,0.7472073405841766,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_002650_610523.json,2025-10-02 00:26:50,?,,,,,0.0032412613277756955,1.0194172874362708,0.8650505219752065,0.8664523156700451,0.011351537631603556,1.0129883168616067,0.0230349407057738,,,0.7473936294481219,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_002904_744230.json,2025-10-02 00:29:04,?,,,,,0.0032409602056730543,1.0193398020128068,0.8652991676463726,0.8663408501682638,0.011351247321739368,1.0138154607420518,0.02302470446491354,,,0.747406560827958,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_003542_142094.json,2025-10-02 00:35:42,?,,,,,0.0032399630496667037,1.0191190601650693,0.8654592430379842,0.8662930434334661,0.011349971743702924,1.013218741445825,0.02303834616211082,,,0.747383430146656,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_004241_561176.json,2025-10-02 00:42:41,?,,,,,0.0032394263619302545,1.019510018703952,0.8651370193121124,0.8658141212011338,0.011349809809254811,1.0134941299524065,0.023017558469534936,,,0.7473033802879467,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_004951_991889.json,2025-10-02 00:49:51,?,,,,,0.00324123029359007,1.0191471951556732,0.8654183939420679,0.8660449635867521,0.011347286045022565,1.0130326562554286,0.023033711641145198,,,0.7473322568269999,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_005658_418640.json,2025-10-02 00:56:58,?,,,,,0.003240046606906681,1.019380795683842,0.8650533737688765,0.8657025338190533,0.011357176643179204,1.0137721121501024,0.023017212239129062,,,0.7472379110875049,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_010419_859393.json,2025-10-02 01:04:19,?,,,,,0.003239882611191821,1.0191072646911539,0.8651647469610765,0.866003971425105,0.011347223246097547,1.0136239260793247,0.023025142954210206,,,0.7472659365176746,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_010638_998010.json,2025-10-02 01:06:38,?,,,,,0.0032411907272129367,1.019478463461497,0.8651779626882049,0.8658826952687368,0.011351360153587708,1.0132107479607002,0.0230235024433336,,,0.7473185761694383,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_011318_398161.json,2025-10-02 01:13:18,?,,,,,0.003239925325353354,1.019143207795138,0.8650410691197103,0.8662586746537569,0.011353596789529548,1.0137864326096724,0.023036437074695167,,,0.7472975719923692,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_011958_798053.json,2025-10-02 01:19:58,?,,,,,0.0032398111454886866,1.019163553685644,0.8651131939989223,0.8657949563105326,0.01135516493021437,1.0134821978194652,0.023019163592759382,,,0.7472248701758203,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_012639_199764.json,2025-10-02 01:26:39,?,,,,,0.003239856961007575,1.0193300332328687,0.8650050008190382,0.865851892984889,0.011348083857517512,1.0130195825282047,0.023034966893428682,,,0.7472470517244661,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_013330_610009.json,2025-10-02 01:33:30,?,,,,,0.003241339155642201,1.019398257631769,0.8650773690969267,0.8663807888136191,0.011355228534216565,1.0137272644506425,0.023024727371996193,,,0.7473815553489701,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_014019_19230.json,2025-10-02 01:40:19,?,,,,,0.0032408496258434978,1.0192737597503247,0.8651728170908203,0.8664880769119027,0.011352040145929462,1.0129765355386933,0.023035791264843165,,,0.747396317534701,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_014239_159965.json,2025-10-02 01:42:39,?,,,,,0.0032408668531210836,1.0192061313818834,0.8656262244701017,0.8664960429922907,0.01135307107908783,1.0131049660906257,0.0230328053241726,,,0.7474752654991534,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_014951_591402.json,2025-10-02 01:49:51,?,,,,,0.0032417212207464232,1.0191828648268855,0.8652854049378176,0.8659198901144377,0.011352315259358049,1.013015654725589,0.023035826187167954,,,0.7472871620753249,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_015701_21924.json,2025-10-02 01:57:01,?,,,,,0.0032396473424833394,1.0194745211148974,0.8650484749248213,0.8664944623060231,0.011351377837899631,1.0131154053645348,0.023037320805015766,,,0.7474125512733536,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_020409_449798.json,2025-10-02 02:04:09,?,,,,,0.003239771098298899,1.0195036148584598,0.8655178531031911,0.8662639360043449,0.011351472243202057,1.0135623950141803,0.023031853854675637,,,0.7474667024030712,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_021109_869609.json,2025-10-02 02:11:09,?,,,,,0.0032400293069234963,1.0192028804855369,0.8648787859058877,0.8664602209318744,0.011356105787516788,1.0132965826461646,0.023037699769887315,,,0.7473170027703041,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_021810_290028.json,2025-10-02 02:18:10,?,,,,,0.0032417300209573864,1.0194226563151287,0.8652552848065675,0.8656399379611803,0.011350668994505096,1.0133615789615673,0.023021865429589634,,,0.7472746683783573,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_022036_436142.json,2025-10-02 02:20:36,?,,,,,0.00324021107569549,1.0193633898817938,0.8655098359230547,0.86605983794345,0.011349798425589556,1.012952093408475,0.023037934500191554,,,0.7473958816722208,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_022740_860029.json,2025-10-02 02:27:40,?,,,,,0.0032423119602263037,1.0190467019525022,0.8652507620775592,0.8664845422868029,0.01135501071730722,1.0134535835469565,0.023021243048335426,,,0.7473672382788539,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_023438_278170.json,2025-10-02 02:34:38,?,,,,,0.0032407712955441217,1.0193681863303092,0.8654679914052954,0.8664955637317967,0.011356410773237534,1.0130022478529366,0.02303895776300636,,,0.7474749656989647,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_024141_701828.json,2025-10-02 02:41:41,?,,,,,0.0032400318128281073,1.0193012457237072,0.8654875577805992,0.8663984791021074,0.011348975942291542,1.01336041417534,0.023031770806546975,,,0.7474473882089646,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_024846_126323.json,2025-10-02 02:48:46,?,,,,,0.003240937816069195,1.019122061527968,0.8652977496111518,0.8663503053475105,0.011351339623121048,1.0135316526713747,0.023022580334630494,,,0.7473648188647648,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_025553_553470.json,2025-10-02 02:55:53,?,,,,,0.003241174582558908,1.0191450423425525,0.8653699630834122,0.8660869706801784,0.011352705952740969,1.013874891886443,0.02302000610311505,,,0.7473313589321547,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_025820_700060.json,2025-10-02 02:58:20,?,,,,,0.0032392844133502362,1.0195046941014427,0.8652772183843069,0.8663810087197532,0.011355485433828144,1.013541638860252,0.023030524909980588,,,0.7474418400893897,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_030559_159047.json,2025-10-02 03:05:59,?,,,,,0.0032408774956105605,1.0192913947610471,0.8652795767346781,0.8658774915720312,0.011355591312742004,1.0133766003617335,0.023033288974866794,,,0.7472989800839126,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_031313_593784.json,2025-10-02 03:13:13,?,,,,,0.0032411482657565766,1.0194678952460763,0.8653105702847609,0.8663533948494784,0.011350256317909152,1.0133123098202943,0.023038768392311587,,,0.7474356992581923,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_032038_38745.json,2025-10-02 03:20:38,?,,,,,0.003241141292962747,1.019216534063468,0.8651813722994087,0.8660862100080055,0.011351057825261055,1.0131457881692467,0.023023648708213204,,,0.7473075808794216,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_032755_475468.json,2025-10-02 03:27:55,?,,,,,0.0032403195596785476,1.01936872089515,0.8652131499670689,0.8660363261700529,0.011352200650911064,1.0137237182155558,0.023030618613671807,,,0.7473334213919318,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_033455_895482.json,2025-10-02 03:34:55,?,,,,,0.0032410433979557936,1.019420139476624,0.8652544546680472,0.8660277209130282,0.011352168363476967,1.0130031039812895,0.023035880450530045,,,0.7473498668097303,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_033724_44010.json,2025-10-02 03:37:24,?,,,,,0.0032401880716282846,1.0193931660115967,0.8654187014126772,0.8661704736834872,0.0113505620959944,1.0136623085225562,0.023031568363482885,,,0.7474062927899302,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_034432_472897.json,2025-10-02 03:44:32,?,,,,,0.003241582010270469,1.0190363793147381,0.8654768175579263,0.8658821952580427,0.011353171032812628,1.0138032574689053,0.023034540304196226,,,0.7472886236944947,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_035145_905049.json,2025-10-02 03:51:45,?,,,,,0.003239761249430052,1.0191702281060386,0.8649594938267959,0.8656722906823779,0.01134850851070062,1.0128953170554655,0.023026952824837712,,,0.7471708086393748,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_035915_355062.json,2025-10-02 03:59:15,?,,,,,0.00323950374006862,1.019451644970823,0.8651423123973265,0.8657360241093175,0.011352839652946263,1.0130014168137882,0.023036047524380248,,,0.7472750083257745,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_040657_817845.json,2025-10-02 04:06:57,?,,,,,0.003240732334657655,1.0191849039190781,0.8656910754626563,0.8658457522010096,0.011346774838615844,1.0134046012469695,0.023034508738458886,,,0.747354364425773,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_041428_268071.json,2025-10-02 04:14:28,?,,,,,0.0032414493565602457,1.0194494127685945,0.8651413216017674,0.8661318914331806,0.011355055586172133,1.0136547145376529,0.02302339038376121,,,0.7473549704350272,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_041704_424056.json,2025-10-02 04:17:04,?,,,,,0.003241227912070906,1.019200784870812,0.865137483862357,0.8664083097414291,0.01134698553130293,1.0129130709945624,0.023033418915511642,,,0.7473595208326524,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_042431_871980.json,2025-10-02 04:24:31,?,,,,,0.003240173924626869,1.0190489556671283,0.8653500623047525,0.8659253213641743,0.011351119184588783,1.0135080235224843,0.023026118513950335,,,0.7472751788822826,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_043203_323441.json,2025-10-02 04:32:03,?,,,,,0.003240988622196177,1.019369962570053,0.8648874014536571,0.8660980835746314,0.011346295405369142,1.013862532612756,0.023019734907138958,,,0.7472826842128568,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_043900_740034.json,2025-10-02 04:39:00,?,,,,,0.0032418287394883143,1.0193471879860212,0.865437528891486,0.8662777745928864,0.011351745547191663,1.0129864629400493,0.02301968619271446,,,0.7474237208679858,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_044628_188520.json,2025-10-02 04:46:28,?,,,,,0.0032406014292458603,1.019474539874506,0.8649542524240472,0.8663327121485108,0.01135563964830988,1.0132778747612297,0.02301975238455688,,,0.7473628819719753,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_045347_627632.json,2025-10-02 04:53:47,?,,,,,0.0032404322988695195,1.0192946646075702,0.8653454319255857,0.8656684853278445,0.011355466960391709,1.0129409642338945,0.02303225424997775,,,0.7472710307109371,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_045620_780257.json,2025-10-02 04:56:20,?,,,,,0.003241085199541837,1.019120990069737,0.8655577247285917,0.866339595055064,0.011353406861579542,1.0132857261196904,0.023020206114217654,,,0.7474145177130073,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_050356_236376.json,2025-10-02 05:03:56,?,,,,,0.0032412443081387596,1.0192463401980245,0.8653450132686751,0.8663998733847387,0.011350423823929734,1.0133813983191169,0.02303498418639684,,,0.7474079534308828,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_051123_683922.json,2025-10-02 05:11:23,?,,,,,0.003241533506466706,1.0192788511711786,0.8651036549737467,0.8659484163958885,0.011354577762463198,1.013163909586708,0.023022538353865928,,,0.7472767795978232,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_051859_139212.json,2025-10-02 05:18:59,?,,,,,0.003241375502731634,1.019159577661214,0.8649708330373375,0.8664267569312016,0.01134725473849712,1.0136544355913901,0.023039103344717957,,,0.7473210728181755,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_052644_604303.json,2025-10-02 05:26:44,?,,,,,0.0032409025834644932,1.0193037750168787,0.8655080925093066,0.8662477848793777,0.011347743131837802,1.0133742007537698,0.023017328287621108,,,0.7474236038558596,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_053411_51984.json,2025-10-02 05:34:11,?,,,,,0.0032404997537207486,1.0194881432260485,0.8653079929546277,0.8657695067190873,0.011352456411702658,1.0135395787894554,0.023020869015423565,,,0.7473238959879842,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_053644_204092.json,2025-10-02 05:36:44,?,,,,,0.0032423189412553004,1.0190562759987885,0.8651739226850971,0.8660849247410657,0.011357406743416815,1.0131847196622956,0.023038377358978613,,,0.7472719100630019,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_054345_625265.json,2025-10-02 05:43:45,?,,,,,0.003240377021842178,1.019362667092065,0.8651143068446653,0.8658656950167093,0.011351985540245626,1.01312696891017,0.0230236421622907,,,0.7472790464248027,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_055137_97879.json,2025-10-02 05:51:37,?,,,,,0.0032422056123789897,1.019106472556968,0.8651749300148937,0.8664424683287658,0.011351673566626065,1.013839914110673,0.023026481233614407,,,0.7473553998225774,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_055919_559895.json,2025-10-02 05:59:19,?,,,,,0.0032412466631164477,1.0194387503689515,0.8650780395516544,0.8658306429603236,0.011348246149575917,1.013713046468087,0.02302289497375628,,,0.747280621796476,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_060701_21775.json,2025-10-02 06:07:01,?,,,,,0.0032422642476496546,1.019325854411206,0.8652869358230423,0.8664164097379817,0.011355974587329011,1.0136003831360854,0.02301799158876687,,,0.7474168962263663,,True
